"","collection_no","collection_name","geocomments","stratcomments","early_interval","late_interval","loc_id","ref_id","locname","lat","lng","primary_reference","bibliographic_citation","projects","max_ma","min_ma","stage","stage_id","paleolng_scotese2016","paleolat_scotese2016"
"2098",192404,"Yudoma, Akachan Rivers, кенонская свита, средняя подсвита,  Roadian-Roadian","Paracalamites sp., Annularia spiculosa Rassk., Rufloria sp., Crassinervia
aff.kuznetskiana (Chachl.) ","Кенонская свита, СРЕДНЯЯ ПОДСВИТА
Песчаники, прослои и пласты алевролитов, туффитов, гравелитов, конгломератов, алевритовых туфов
","Roadian","Roadian",823,1000006,"Yudoma, Akachan Rivers",60.9533,139.398,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",277,272,"Roadian",47,50.5091346021312,70.1099805680716
"2099",192405,"Yudoma, Akachan Rivers, кенонская свита, нижняя подсвита, Roadian-Roadian","Kolymia inoceramiformis Lich., K.cf.lima L.et L., Atomodesma paichoica
Mur., Cigarella licharewi (Mur.)","Кенонская свита, НИЖНЯЯ ПОДСВИТА
Песчаники, редко прослои алевролитов, линзы гравелитов

","Roadian","Roadian",823,1000006,"Yudoma, Akachan Rivers",60.9533,139.398,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",277,272,"Roadian",47,50.5091346021312,70.1099805680716
"2100",192415,"Mopr, Nyulik Rivers, нюликская свита, нижняя часть, Roadian-Roadian","' Noeggerathiopsis * aff.subamgusta Zal","НЮЛИКСКАЯ СВИТА, нижняя часть 
Песчаники средне- и крупнозернистые светлосерые массивные, прослои и пачки чёрных аргиллитов и алевролитов","Roadian","Roadian",824,1000006,"Mopr, Nyulik Rivers",59.4839,137.903,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",277,272,"Roadian",47,55.3515909240361,70.134017047145
"2101",192777,"Borzinsky area, антиинская свита, Roadian-Roadian","Stenopora buragoi Kiseleva, S.borsiensis Popeko, Dyscritella daurica Popeko,
D.kotljarae Popeko, Maychella zabaikalica Popeko, M.tuberculata Moroz., Fenestella intuberculata Popeko, Rectifenestella borealis Popeko, Permofenestella colymaensis (Nekh.), P.ofexivi Popeko, Polyporella gunbini Popeko, Polypora borsiensis Popeko
","АНТИИНСКАЯ СВИТА
Конгломераты, алевролиты, песчаники
","Roadian","Roadian",922,1000006,"Borzinsky area",50.3535,116.538,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",277,272,"Roadian",47,78.7281688018498,58.5466978011777
"2102",192778,"Borzinsky area, антиинская свита, Roadian-Roadian","Stenopora buragoi Kiseleva, S.borsiensis Popeko, Dyscritella daurica Popeko,
D.kotljarae Popeko, Maychella zabaikalica Popeko, M.tuberculata Moroz., Fenestella intuberculata Popeko, Rectifenestella borealis Popeko, Permofenestella colymaensis (Nekh.), P.ofexivi Popeko, Polyporella gunbini Popeko, Polypora borsiensis Popeko
","АНТИИНСКАЯ СВИТА
Конгломераты, алевролиты, песчаники
","Roadian","Roadian",922,1000006,"Borzinsky area",50.3535,116.538,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",277,272,"Roadian",47,78.7281688018498,58.5466978011777
"2103",192810,"Ul'beya-Okhotskaya Zone, Roadian-Wordian","Rufloria aff. brevifolia Gorel., R. ex gr. eliptica Gorel., R. ex gr.delicata
Durante, R.lepiophylloides Durante, R. aff. derzhawini Neub","Нюлкалинская свита
Чередование грубозернистых плохо сортированных полимиктовых песчаников, гравелитов, прослои и пачки алевролитов, глинистых, углисто-глинистых и кремнистых сланцев, прослои туфов кислого состава","Roadian","Wordian",935,1000004,"Ul'beya-Okhotskaya Zone_Permian",60.2722,143.607,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,265.1,"Roadian",47,48.7677749175911,72.2105868008542
"2104",192812,"Ul'beya-Okhotskaya Zone, Roadian-Roadian","Glotophyllum sp., Cordaites aff. gracilentus Gorel., C. aff. kuznetskianus
(Gorel.), C. aff. singularis (Neub.), C. Aff. magnifolia Durante, C. aff.
delicata Durante
","Нюлкалинская свита Чередование грубозернистых плохо сортированных полимиктовых песчаников, гравелитов, прослои и пачки алевролитов, глинистых, углисто-глинистых и кремнистых сланцев, прослои туфов кислого состава","Roadian","Roadian",935,1000004,"Ul'beya-Okhotskaya Zone_Permian",60.2722,143.607,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,48.7677749175911,72.2105868008542
"2105",192814,"Asiberganskaya Zone, Roadian-Wordian","Rufloria aff. brevifolia Gorel., R. ex gr. eliptica Gorel., R. ex gr.delicata
Durante, R.lepiophylloides Durante, R. aff. derzhawini Neub","Нюлкалинская свита Чередование грубозернистых плохо сортированных полимиктовых песчаников, гравелитов, прослои и пачки алевролитов, глинистых, углисто-глинистых и кремнистых сланцев, прослои туфов кислого состава","Roadian","Wordian",936,1000004,"Asiberganskaya Zone_Permian",60.7596,144.131,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,265.1,"Roadian",47,46.9896538693913,72.1235681791571
"2106",192815,"Asiberganskaya Zone, Roadian-Roadian","Glotophyllum sp., Cordaites aff. gracilentus Gorel., C. aff. kuznetskianus
(Gorel.), C. aff. singularis (Neub.), C. Aff. magnifolia Durante, C. aff.
delicata Durante","Нюлкалинская свита Чередование грубозернистых плохо сортированных полимиктовых песчаников, гравелитов, прослои и пачки алевролитов, глинистых, углисто-глинистых и кремнистых сланцев, прослои туфов кислого состава","Roadian","Roadian",936,1000004,"Asiberganskaya Zone_Permian",60.7596,144.131,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,46.9896538693913,72.1235681791571
"2107",192817,"Nyut-Nilgysygskaya Zone, Roadian-Roadian","Nuculana
magna Popow","Эвричанская толща 
тёмно-серые алевролиты с обломками
раковин колымиид, лихаревиид, ","Roadian","Roadian",938,1000004,"Nyut-Nilgysygskaya Zone_Permian",60.8801,144.854,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,45.9580921986729,72.3225417287641
"2108",192827,"Inya Tasskaya Zone, тасская свита 3, Roadian-Roadian","Tumarinia sp. Kolymia plicata
Mur","Тасская свита 3
кремнистые и углеродистокремни -стые известковистые алевролиты, реже мелкозернистые песчаники ","Roadian","Roadian",939,1000004,"Inya Tasskaya Zone_Permian",61.0315,145.551,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,44.8505604539984,72.4816218563367
"2109",192828,"Inya Tasskaya Zone, тасская свита 4, Roadian-Roadian","Kolymia sp","Тасская свита 4
углистые алевритистые известняки,
с прослоями известковистых
алевролитов","Roadian","Roadian",939,1000004,"Inya Tasskaya Zone_Permian",61.0315,145.551,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,44.8505604539984,72.4816218563367
"2110",192829,"Inya Tasskaya Zone, тасская свита 5, Roadian-Roadian","Kolymia inoceramiformis
Lich., K. aurita Astaf.","Тасская свита 5
углеродистые, кремнисто-углеродистые ,
известковистые алевролиты,
реже аргиллиты, местами
туфогенные; в основании
пачка известняков (35м)","Roadian","Roadian",939,1000004,"Inya Tasskaya Zone_Permian",61.0315,145.551,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,44.8505604539984,72.4816218563367
"2111",192832,"Yuzhno-Khurenskaya Sunzone, нижнехурэнская подсвита, Roadian-Roadian","Tumarinia orientalis Grig.","Хурэнская свита, нижняя подсвита
мелкозернистые вулканомиктовые песчаники,
алевролиты, туфоалевролиты;
Tumarinia orientalis Grig.
","Roadian","Roadian",940,1000004,"Yuzhno-Khurenskaya Sunzone_Permian",60.5798,148.113,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,43.0336462771598,73.7008662508728
"2112",192833,"Yuzhno-Khurenskaya Sunzone, верхнебеглинская подсвита, Roadian-Roadian","Kolymia simkini Popow","Беглинская свита, верхняя подсвита
алевролиты, часто известковоглинистые, прослои известковистых песчаников; ","Roadian","Roadian",940,1000004,"Yuzhno-Khurenskaya Sunzone_Permian",60.5798,148.113,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,43.0336462771598,73.7008662508728
"2113",192834,"Yuzhno-Khurenskaya Sunzone, среднебеглинская подсвита, Roadian-Roadian","Kolymia
inoceramiformis Lich., K. simkini Popow,
Sverdrupites harkeri Ruzh","Беглинская свита, средняя подсвита
тёмно-серые алевролиты, аргиллиты,
конкреции сульфидов; ","Roadian","Roadian",940,1000004,"Yuzhno-Khurenskaya Sunzone_Permian",60.5798,148.113,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,43.0336462771598,73.7008662508728
"2114",192835,"Yuzhno-Khurenskaya Sunzone, нижнебеглинская подсвита, Roadian-Roadian","Aphanaia
stepanovi Murom","Беглинская свита, нижняя подсвита
тёмно-серые углеродистые алевроролиты; реже аргиллиты; 
","Roadian","Roadian",940,1000004,"Yuzhno-Khurenskaya Sunzone_Permian",60.5798,148.113,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,43.0336462771598,73.7008662508728
"2115",192920,"Ten'kinskaya Subzone_Permian, среднепионерская подсвита, Roadian-Roadian","Polidevcia omolonica
Biak.
","Пионерская свита (верхняя часть), средняя подсвита
чередование пачек (от 1-5м до 80м)
тонкого переслаивания чёрных
углеродистых аргиллитов и
алевритистых аргиллитов, редко прослои диамиктитов, часто
сульфидизация; ","Roadian","Roadian",963,1000004,"Ten'kinskaya Subzone_Permian",62.1769,146.484,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,41.123362400275,72.0147683606487
"2116",192921,"Ten'kinskaya Subzone_Permian, нижнепионерская подсвита, Roadian-Roadian","Sverdrupites
sp.,Polidevcia omolonica Biak.,
Aphanaia sp., Kolymia cf. Jurii
Astaf.","Пионерская свита (верхняя часть), нижняя подсвита (верхняя часть)
тёмно-серые до чёрных углеродистые аргиллиты,
алевролиты, прослои (0,1-0 , 5 м ) тонкозернистых песчаников, часты кристаллы
сульфидов; ","Roadian","Roadian",963,1000004,"Ten'kinskaya Subzone_Permian",62.1769,146.484,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,41.123362400275,72.0147683606487
"2117",192966,"Kulinskaya Subzone_Permian, Roadian-Roadian","Kolymiidae","Тирехтяхская свита, нижняя подскита
серые и тёмно-серые сильно
пиритизированные глинистые
сланцы с прслоями и пачками
алевритистых сланцев и
алевропелитов и редкими
прослоями ивестковистых
мелкозернистых песчаников;
обломки призматического слоя
раковин колымиид","Roadian","Roadian",962,1000004,"Kulinskaya Subzone_Permian",61.048,148.497,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",277,272,"Roadian",47,41.4079891465027,73.4922115113195
"2118",194378,"Kemerovsky area, Roadian","Darwinula janichevskyi Spish., Tomiella cf. lata Spish., T. tschernyachevi Spish., Iniella cf. kuznetskiensis Spish., Mesopitys tschihatscheffii (Goepp.) Zal., Callipteris altaica Zal., C. zeilleri Zal.,  Cordaites (?) candalepensis (Zal.), Cordaites sp.","Песчаники, прослои гравелитов (фация красноярских песчаников)","Roadian","Roadian",1233,1000007,"Kemerovsky area_Permian",56.045,86.175,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",277,272,"Roadian",47,60.9807729000603,43.1898375498629
"2119",194391,"Krapivinsko-Saltymakovsky area, ускатская свита, Roadian","Фауна - Pseudomodiolus (?) fedorovi (Khalf.), Abiella (?) protualda Khalf.), Senderzoniella elliptlca (Khalf.) , Darwinula bxeviata Mand.
Флора - Koretrophyllltes aolllfollua Radoz., Phyllotheca turnaensis Gorel.б Paracalamites communis Gorel., Annularia batsohatensls (Chachl.) Radcz., Prynadaeopteris antbriecifolia (Goepp.) Radcz., Callipteris (?) zeillerl Zal., Cordaites wediocrls (Gorel.) S.Meyen, Rufloria brevifolia (Gorel.) S. Meyen, R.
minuta (Radcz.)S.Meyen, R .altlnaensie (Gorel.) S.Meyen, R. olzerassica( Gorel.) S.Meyen, Lepeophyllum actaeonelloides (Geinltz) Radcz., L. belovoensls Gorel. .Samaropsis borisovaensis Such., cardaicarpus iljinsklensis Radcz., Tungussocarpus tychtensis (Zal.)Such.
","УСКАТСКАЯ СВИТА
Алевролиты, песчаники, редкие пласты угля.","Roadian","Roadian",1234,1000007,"Krapivinsko-Saltymakovsky area_Permian",55.6094,86.1157,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",277,272,"Roadian",47,61.5023885829491,42.9760164006075
"2120",194392,"Krapivinsko-Saltymakovsky area, казанско-маркинская свита, Roadian","Фауна - Anthraconauta (?) trlgonalia Khalf., Abiella sp.
Флора - paracalamites, Annularia, Cordaites, Rufloria, Samaropsis, Sylvella","КАЗАНСКО-МАРКИНСКАЯ СВИТА
Песчаники с прослоями алевролитов, аргиллитои.","Roadian","Roadian",1234,1000007,"Krapivinsko-Saltymakovsky area_Permian",55.6094,86.1157,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",277,272,"Roadian",47,61.5023885829491,42.9760164006075
"2121",194428,"Erunakovsky area, казансково-маркинская свита, Roadian","Фауна - Palaeanodonta pseudoloagisslma Khalf. .P.teraiensle Ped., P.glossitiformis Khalf.. P.parra Bet. .P. (?) lomga (Bet.). Palaeomutela markini Bet., Senderzoniella microdonta (Khalf.),S.rugosa Bet.,Anthraconauta (?) cf suhaeci alls Khalf..Darwinula absolute Maud..D.objecta Maud..D.moniforia Mand..D.aeliuis Hand..Tomiella tsohernyahert Spizh. .T.marTdnaenais Mand. .Tomiellina inerrantis Mand. 44
Флора- Glottophyllum elongatum Radcz. .Tychtopteris prlmltiya Gorel. .Cordaites goielovae S.Meyen. Rufloria brevifolia(Gorel.) S.Meyen, R.e1liptica(Radcz.)s.HeyenJ, R.°inuta(Badcz.)S.Meyen,R.minima (Suoh.)S.Meyen. R.mitindenais (Gorel. )S.Heyen, Nephropsis apiculiformis Such. .Samaropsis iljinakiensia Such. .Cordaicarpus petrikensis Such Tungussocarpus elongatus(Such.),Condomajella gorelovae Such.Древесина- Araucarioxylon lniaense V.Lepech. A.heteromorphum V.Lepech. ,A.originale V.Lepech.,A.eibiricum V.Lepech. . Dadoxylon frentzenii V.Lepech. ^ ’
Палинокомплекс: Доминанты- Acenthotriletes punctlllosua(Andr. )Siverc. ,A. facerus (Andr. )G.Roman. .Spinosisporites parvispinus(Lub.)Lub.,Caytoniapites stultilus Drjaglna; Субдоминанты- Verrucosisporites lyotia(Andr.)Driagina,Raisrtickia Lub-,R.heteroaorpha(lndr.)Slverc..Cordaitina rotata(Lub.)Hedv..Ginkgocycadophytus sp.sp. сопутствующие - Higrisporites carglnatusCPortn. )Lub. . Lophotriletes exvibrabilis(Andr. )Driagina, Leiotriletes exten- su3(Lub.)Lub.,Disaccites","КАЗАНКОВО-МАРКИНСКАЯ СВИТА
Песчаники, алевролиты, аргиллиты, углистые аргиллиты, тонкие пласты угля.
","Roadian","Roadian",1236,1000007,"Erunakovsky area_Permian",55.0059,85.7768,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",277,272,"Roadian",47,62.1313197247957,42.5422081677282
"2122",194429,"Erunakovsky area, ускатская свита, Roadian","Фауна - Anthraconauta (?) kostononovi Khalf., А. (?) propinqua Khalf., A. (?) supraequalis Khalf., A. (?) moltsohanovi Bet., A. (?) ex gr. simplex Khalf., A. (?) subparallela f. postera Khalf., A,. (?) supraphillipsii postera Khalf., A. (?) iljinekiensis Fed., A. (?) siibtenuis Khalf., Senderzoniella baydajevakiensies (Khalf), S. microdonta (Khalf), S. elIiptica (Khaif), S. problematica Leb., S. Janischewskia (Leb.);  остракоды - Darwinula uscatensis Hand., D. breviata Maud. ,D. optimalia Mand., D. excusea Mand., Tomiella borisovkiensis Mand., T. cicaricosa Mand.
Флора - Uskatia conferta Heab., Annularia (?) batachatensis (Chachl.) Radcz., A. sibirica Radcz., Prynadaeopteris natalianae Gorel., Listrophyllum uscatenae Zal., Cordaites gorelovae S. Meyen, C. gracilentus (Gorel.) S. Meyen, Rufloria brevifolia, R. elliptica, R. minuta, R. mitinaensis, R. olserassica, Cladostrobus lutuginii, Samaropsis erunakovensis, S. irregularis, S. iljinskiensis, Cordaicarpus iljinskiensis, C. petrikensis, Древесина – Araucarioxylon abashevskiense, A. proceriradiale, A. petrikensis, Anyelon paraiense.
Палинокомплекс – доминанты: Acanthotriletes facerus, Raistrickia cornuta, R. vulgaris, R. abrupta, субдоминанты: Trachytriletes multipunctatus, Verrucosisporites lyсtis, Neoraistrickia armipotena, Striatopinites latisaimus, Ginkgocycadophytus sp., Cordaitina rotate, сопутствующие: Capillatisporites tenuispinosus, Leiotriletes extansus","УСКАТСКАЯ СВИТА 
Алевролиты, аргиллиты, песчаники, пласты угля","Roadian","Roadian",1236,1000007,"Erunakovsky area_Permian",55.0059,85.7768,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",277,272,"Roadian",47,62.1313197247957,42.5422081677282
"2123",194433,"Tom'-Usinsky area, ускатская свита, Roadian","Флора- Phyllotheca equiaetitoidea Schm.. Ph. multicostata (Radcz.) S.Meyen, Paracalamites llilnekiensls Gorel.. Annularia (?) bataohatenaia (Chaohl.) Radcz., Callipteris (?) zeillerl Zal.. Glottophyllum karpovii Radcz., G. elongatum Radoz. . Rufloria minuta (Radcz. )S.Meyen, Lepeophyllum aetaeonelloides (Gelnitz) Radcz. , L. rotundatum Radcz., Rephropsis tomlensis Zal.
Палинокомплекс: доминанты - Acanthotriletes facerus (Andr.) G.Roman., Lophotriletes comutus (Andr,) Drjagina., L. tulgaria DrJagina., R.beteromorpha (Andr.) Slverc.; Субдоминанты- Trachytriletes multipunctatus DrjJagina, Verricosisporites lyotis (Andr.)Siyerc., Capillatisporites discoidalls Drjaglna. Piceites tecturatus (Lub. )Sauar; сопутствующие - Capillatisporites tenuispinosus (Valtz)Siverc., Leiotriletes extensus (Lub.)Lub.","УСКАТСКАЯ СВИТА
Алевролиты, аргиллиты, песчаники, углистые аргиллиты, пласты угля.
","Roadian","Roadian",1248,1000007,"Tom'-Usinsky area_Permian",55.0821,84.684,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",277,272,"Roadian",47,61.6661738689644,42.0136446373122
"2124",194434,"Tom'-Usinsky area, казанково-маркинская свита, Roadian","Флора- Paracalamltes lljlnskleasis Gorel., Annularia (?) raspadensis Gorel., Pecopteris pseudomartla Radcz., Comia osinowsklensls (Chtchl.) Radcz., Zamiopteris kuznetakiana Gorel., Glottophyllum karpovil Radoz., Cordaites iljlnsklensls (Radcz. )S.Meyen, C.radczenkol (Gorel. )S.Mayen, Rufloria olzerassica (Gorel.)S.Meyen, R.typlca S.Meyez. R.elllptlea (Radcz.)S.Mayen, R.minute (Radcz.)S.Meyen, R.altinaensls (Gorel.)S.Mayen, Crassinervia lljinskiensis Gorel., Gr.ivancevia Gorel., Cr.tenera Gorel., Lepeophyllum belovoensla Gorel.","КАЗАНКОВО-МАРКИНСКАЯ СВИТА
Песчаники, алевролиты, прослои угля, известково-сидеритовые конкреции.
","Roadian","Roadian",1248,1000007,"Tom'-Usinsky area_Permian",55.0821,84.684,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",277,272,"Roadian",47,61.6661738689644,42.0136446373122
"2125",194521,"Listvyanskoe Field, Roadian","Фауна- Palaeomutela verneuli Amal.
Флора- Annularia raspadensis Gorel., Annulina lljin skiensls
(Radcz.), Phyllotheca equisetitoides Schm., Paracalamites iliinsklensis Gorel., P.communis Gorel., Glottophyllum karpovii Radoz., Cordaites miner Gorel., C.gracilentus Gorel., Rufloria brevifolia Gorel., Crassinervia ivancevia Gorel., Lepeophyllum actaeonelloldes (Geinitz)Radoz., Cladostrobus lutuginii Zal. .Samaropsis iljinskiensis Such.","КАЗАНКОВО-МАРКИНСКАЯ СВИТА
Алевролиты, аргиллиты, песчаники и редкие тонкие пласты угля.
","Roadian","Roadian",1267,1000007,"Listvyanskoe Field_Permian",54.5036,83.5392,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",277,272,"Roadian",47,61.9549717480672,41.1630010385277
"2126",194522,"Urgunskoe Field, Roadian","Фауна- Palaeomutela verneuli Amal.
Флора- Annularia raspadensis Gorel., Annulina lljin skiensls
(Radcz.), Phyllotheca equisetitoides Schm., Paracalamites iliinsklensis Gorel., P.communis Gorel., Glottophyllum karpovii Radoz., Cordaites miner Gorel., C.gracilentus Gorel., Rufloria brevifolia Gorel., Crassinervia ivancevia Gorel., Lepeophyllum actaeonelloldes (Geinitz)Radoz., Cladostrobus lutuginii Zal. .Samaropsis iljinskiensis Such.","КАЗАНКОВО-МАРКИНСКАЯ СВИТА
Алевролиты, аргиллиты, песчаники и редкие тонкие пласты угля.
","Roadian","Roadian",1268,1000007,"Urgunskoe Field_Permian",54.5053,83.4559,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",277,272,"Roadian",47,61.923242664997,41.1209138338678
